name,symbol,country,indice
Mail.ru Group,NO Esta,russia,MOEX Russia
Polyus,PLZL,russia,MOEX Russia
TCS Group Holding PLC,TCSGDR,russia,MOEX Russia
Ozon,NO Esta,russia,MOEX Russia
Norilskiy Nikel,NO Esta,russia,MOEX Russia
Globaltrans Inv,NO Esta,russia,MOEX Russia
PhosAgro ao,PHOR,russia,MOEX Russia
QIWI,QIWIDR,russia,MOEX Russia
Gruppa LSR,LSRG,russia,MOEX Russia
HeadHunter ADR,NO Esta,russia,MOEX Russia
AK Transneft Pref,TRNF_p,russia,MOEX Russia
Bank VTB PAO,NO Esta,russia,RTSI
FSK EES,FEES,russia,RTSI
Surgut,SNGS,russia,RTSI
RusHydro JSC,HYDR,russia,RTSI
Surgut-pref,SNGS_p,russia,RTSI
Inter rao ees,IRAO,russia,RTSI
Gazprom PAO,GAZP,russia,RTSI
Rossiyskiye Seti PAO,NO Esta,russia,RTSI
Sberbank Rossii,SBER,russia,RTSI
Moskovskiy Kreditnyi Bank OAO,CBOM,russia,RTSI
OK Rusal MKPAO,NO Esta,russia,RTSI
ALROSA ao,ALRS,russia,RTSI
AFK Sistema,AFKS,russia,RTSI
MMK,MAGN,russia,RTSI
Aeroflot,AFLT,russia,RTSI
Petropavlovsk,NO Esta,russia,RTSI
NLMK PAO,NO Esta,russia,RTSI
Sberbank Rossii Pref,SBER_p,russia,RTSI
Moskovskaya Birzha OAO,MOEX,russia,RTSI
Rosneft,NO Esta,russia,RTSI
Tatneft-3,TATN,russia,RTSI
Detskiy Mir,DSKY,russia,RTSI
Polymetal,POLY,russia,RTSI
NOVATEK,NVTK,russia,RTSI
Rostelecom,RTKM,russia,RTSI
MTS,MTSS,russia,RTSI
Lukoil,LKOH,russia,RTSI
Severstal - ao,CHMF,russia,RTSI
Tatneft Pref,TATN_p,russia,RTSI
Yandex,YNDX,russia,RTSI
Magnit,MGNT,russia,RTSI
PIK,PIKK,russia,RTSI
X5 Retail Group,FIVEDR,russia,RTSI
Mail.ru Group,NO Esta,russia,RTSI
Polyus,PLZL,russia,RTSI
TCS Group Holding PLC,TCSGDR,russia,RTSI
Ozon,NO Esta,russia,RTSI
Norilskiy Nikel,NO Esta,russia,RTSI
Fix Price Group,NO Esta,russia,RTSI
Globaltrans Inv,NO Esta,russia,RTSI
PhosAgro ao,PHOR,russia,RTSI
Gruppa LSR,LSRG,russia,RTSI
HeadHunter ADR,NO Esta,russia,RTSI
AK Transneft Pref,TRNF_p,russia,RTSI
Allegro,NO Esta,poland,WIG20
Gornictwo Naftowe,PGN,poland,WIG20
OrangePL,OPL,poland,WIG20
Tauron Polska Energia,TPE,poland,WIG20
PGE SA,PGE,poland,WIG20
PKO Bank Polski,PKO,poland,WIG20
PZU SA,PZU,poland,WIG20
Bank Polska Kasa Opieki,PEO,poland,WIG20
ORLEN SA,PKN,poland,WIG20
JSW SA,JSW,poland,WIG20
KGHM Polska Miedz,KGH,poland,WIG20
Cyfrowy Polsat SA,CPS,poland,WIG20
CD PROJEKT,NO Esta,poland,WIG20
Dino Polska,DNP,poland,WIG20
Grupa Lotos SA,LTSP,poland,WIG20
CCC SA,CCCP,poland,WIG20
Asseco Poland SA,ACPP,poland,WIG20
Santander Bank Polska,SPL1,poland,WIG20
Mercator WA,MRCP,poland,WIG20
LPP SA,LPPP,poland,WIG20
OTP Bank,OTPB,hungary,Budapest SE
MOL,MOLB,hungary,Budapest SE
Gedeon Richter,GDRB,hungary,Budapest SE
Magyar Telekom,MTEL,hungary,Budapest SE
PannErgy,PANP,hungary,Budapest SE
Takarek Mortgage Bank,TAKA,hungary,Budapest SE
ANY,ANYB,hungary,Budapest SE
Raba,RABA,hungary,Budapest SE
CIG Pannonia,CIGP,hungary,Budapest SE
Appeninn,APPB,hungary,Budapest SE
Graphisoft Park Se Ingatl Eur,GSPA,hungary,Budapest SE
Opus Global,OPUSG,hungary,Budapest SE
AKKO INVEST,AKKO,hungary,Budapest SE
Zwack Unicum Likoripari,ZWCG,hungary,Budapest SE
Petkim,PETKM,turkey,BIST 100
ODAS Elektrik,ODAS,turkey,BIST 100
Sekerbank,SKBNK,turkey,BIST 100
Yapi ve Kredi Bankasi,YKBNK,turkey,BIST 100
Garanti Bank,GARAN,turkey,BIST 100
Kardemir D,KRDMD,turkey,BIST 100
TSKB,TSKB,turkey,BIST 100
Dogan Holding,DOHOL,turkey,BIST 100
Emlak Konut GYO,EKGYO,turkey,BIST 100
Turkiye Is Bankasi C,ISCTR,turkey,BIST 100
THY,THYAO,turkey,BIST 100
Sisecam,SISE,turkey,BIST 100
Akbank TAS,AKBNK,turkey,BIST 100
Albaraka Turk,ALBRK,turkey,BIST 100
Vakif Bankasi,VAKBN,turkey,BIST 100
Aselsan,ASELS,turkey,BIST 100
Bera,BERA,turkey,BIST 100
Erdemir,EREGL,turkey,BIST 100
Zorlu Enerji,ZOREN,turkey,BIST 100
Turkiye Halk Bk,HALKB,turkey,BIST 100
Sok Marketler,SOKM,turkey,BIST 100
IDC,IZMDC,turkey,BIST 100
Is GYO,ISGYO,turkey,BIST 100
Gozde,GOZDE,turkey,BIST 100
Is Finansal Kiralama,ISFIN,turkey,BIST 100
EIS,ECILC,turkey,BIST 100
Global Yatirim,GLYHO,turkey,BIST 100
SASA Polyester,SASA,turkey,BIST 100
Karsan Otomotiv,KARSN,turkey,BIST 100
Koza Anadolu,KOZAA,turkey,BIST 100
Turkcell,TCELL,turkey,BIST 100
Torunlar GYO,TRGYO,turkey,BIST 100
Ziraat Gayrimenkul Yatirim Ortakligi AS,NO Esta,turkey,BIST 100
Koc Holding,KCHOL,turkey,BIST 100
Sabanci Holding,SAHOL,turkey,BIST 100
Turk Telekom,TTKOM,turkey,BIST 100
Hektas,HEKTS,turkey,BIST 100
Vestel Beyaz,VESBE,turkey,BIST 100
Halk GYO,HLGYO,turkey,BIST 100
Dogus Otomotiv,DOAS,turkey,BIST 100
Arcelik AS,ARCLK,turkey,BIST 100
Koza Altin,KOZAL,turkey,BIST 100
Tekfen Holding,TKFEN,turkey,BIST 100
ENKA,ENKAI,turkey,BIST 100
TAV Havalimanlar,TAVHL,turkey,BIST 100
Vestel,VESTL,turkey,BIST 100
Teknosa,TKNSA,turkey,BIST 100
Migros,MGROS,turkey,BIST 100
Turk Ilac ve Serum Sanayi AS,NO Esta,turkey,BIST 100
Oyak Cimento,NO Esta,turkey,BIST 100
BIM Magazalar,BIMAS,turkey,BIST 100
Aksa Enerji Uretim,AKSEN,turkey,BIST 100
Tupras Turkiye,TUPRS,turkey,BIST 100
Alarko Holding,ALARK,turkey,BIST 100
Turkiye Sigorta,NO Esta,turkey,BIST 100
Tumosan,TMSN,turkey,BIST 100
Kerevitas,KERVT,turkey,BIST 100
Pegasus,PGSUS,turkey,BIST 100
Indeks,INDES,turkey,BIST 100
Gubretas,GUBRF,turkey,BIST 100
Alkim Kimya,ALKIM,turkey,BIST 100
Aydem Yenilenebilir Enerji AS,NO Esta,turkey,BIST 100
Cemtas,CEMTS,turkey,BIST 100
Tofas,TOASO,turkey,BIST 100
Selcuk Ecza Deposu,SELEC,turkey,BIST 100
Qua Granite Hayal,NO Esta,turkey,BIST 100
Iskenderun,ISDMR,turkey,BIST 100
Kordsa Global,KORDS,turkey,BIST 100
Yatas,YATAS,turkey,BIST 100
Is Yatirim Menkul Degerler,ISMEN,turkey,BIST 100
Sarkuysan,SARKY,turkey,BIST 100
Ford Otosan,FROTO,turkey,BIST 100
Ulker Biskuvi,ULKER,turkey,BIST 100
Can2 Termik AS,NO Esta,turkey,BIST 100
Anadolu Efes Malt,AEFES,turkey,BIST 100
Brisa,BRISA,turkey,BIST 100
Aygaz AS,AYGAZ,turkey,BIST 100
Esenboga Elektrik,NO Esta,turkey,BIST 100
Biotrend Cevre ve Enerji Yatirimlari AS,NO Esta,turkey,BIST 100
Aksa Akrilik,AKSA,turkey,BIST 100
Turk Traktor,TTRAK,turkey,BIST 100
Kervan Gıda,NO Esta,turkey,BIST 100
Alarko GYO,ALGYO,turkey,BIST 100
Deva Holding,DEVA,turkey,BIST 100
Cimsa,CIMSA,turkey,BIST 100
Ard Grup Bilisim,NO Esta,turkey,BIST 100
AG Anadolu Group Holding,AGHOL,turkey,BIST 100
Parsan,PARSN,turkey,BIST 100
Akcansa,AKCNS,turkey,BIST 100
Logo Yazilim,LOGO,turkey,BIST 100
Netas Telekom,NETAS,turkey,BIST 100
ERBOSAN,ERBOS,turkey,BIST 100
Mavi Giyim Sanayi,MAVI,turkey,BIST 100
Otokar,OTKAR,turkey,BIST 100
Kartonsan,KARTN,turkey,BIST 100
MLP Saglik,MPARK,turkey,BIST 100
Verusa Holding,VERUS,turkey,BIST 100
Coca Cola Icecek,CCOLA,turkey,BIST 100
Ege Endustri,EGEEN,turkey,BIST 100
Bezeq,BEZQ,israel,TA 35
Leumi,LUMI,israel,TA 35
ICL Israel Chemicals,ICL,israel,TA 35
Discount,DSCT,israel,TA 35
Bank Hapoalim,NO Esta,israel,TA 35
Teva,TEVA,israel,TA 35
Shufersal,SAE,israel,TA 35
Mivne Real Estate KD,NO Esta,israel,TA 35
Energix,ENRG,israel,TA 35
Shikun & Binui,SKBN,israel,TA 35
Opko Health,OPK,israel,TA 35
Phoenix Holdings,PHOE1,israel,TA 35
Shapir Engineering Industry,SPEN,israel,TA 35
Mizrahi Tefahot,MZTF,israel,TA 35
Harel,HARL,israel,TA 35
Amot Investments,AMOT,israel,TA 35
Alony Hetz,ALHE,israel,TA 35
Tower,TSEM,israel,TA 35
Perrigo,PRGO,israel,TA 35
Azrieli Group,AZRG,israel,TA 35
Maytronics,MTRN,israel,TA 35
Nice,NICE,israel,TA 35
OPC Energy,OPCE,israel,TA 35
Strauss Group,STRS,israel,TA 35
First Intl Bank,FIBI,israel,TA 35
Airport City,ARPT,israel,TA 35
LivePerson,LPSN,israel,TA 35
Ashtrom Group Ltd,ASHG,israel,TA 35
Ormat,ORA,israel,TA 35
Nova,NVMI,israel,TA 35
Elbit Systems,ESLT,israel,TA 35
Melisron,MLSR,israel,TA 35
BIG,BIG,israel,TA 35
Israel Corp,ILCO,israel,TA 35
Electra,ELTR,israel,TA 35
Dar Al Arkan,4300,saudi arabia,Tadawul All Share
BJAZ,1020,saudi arabia,Tadawul All Share
Alinma,1150,saudi arabia,Tadawul All Share
Emaar EC,4220,saudi arabia,Tadawul All Share
Saudi Electric.,5110,saudi arabia,Tadawul All Share
AlHokair,4240,saudi arabia,Tadawul All Share
Etihad Etisalat,7020,saudi arabia,Tadawul All Share
TASNEE,2060,saudi arabia,Tadawul All Share
Saudi Kayan,2350,saudi arabia,Tadawul All Share
National Com Bnk,1180,saudi arabia,Tadawul All Share
Al Rajhi,1120,saudi arabia,Tadawul All Share
Saudi Aramco,ARAM,saudi arabia,Tadawul All Share
Sahara International Petrochemical,NO Esta,saudi arabia,Tadawul All Share
saib,1030,saudi arabia,Tadawul All Share
SHAKER,1214,saudi arabia,Tadawul All Share
Maharah Human Res,1831,saudi arabia,Tadawul All Share
Petro Rabigh,2380,saudi arabia,Tadawul All Share
RIBL,1010,saudi arabia,Tadawul All Share
ALBILAD,1140,saudi arabia,Tadawul All Share
SABIC AgriNutrients,NO Esta,saudi arabia,Tadawul All Share
ZAIN KSA,7030,saudi arabia,Tadawul All Share
SAIC,2120,saudi arabia,Tadawul All Share
International,NO Esta,saudi arabia,Tadawul All Share
SABIC,2010,saudi arabia,Tadawul All Share
SIIG,2250,saudi arabia,Tadawul All Share
SABB,1060,saudi arabia,Tadawul All Share
Batic Investments and Logistics,NO Esta,saudi arabia,Tadawul All Share
SEERA,1810,saudi arabia,Tadawul All Share
Malath Insurance,8020,saudi arabia,Tadawul All Share
Saudi Company Hardware,4008,saudi arabia,Tadawul All Share
Amlak Intl,NO Esta,saudi arabia,Tadawul All Share
TADCO,6040,saudi arabia,Tadawul All Share
APC,2200,saudi arabia,Tadawul All Share
Arabian Shield,8070,saudi arabia,Tadawul All Share
Jabal Omar,4250,saudi arabia,Tadawul All Share
MESC,2370,saudi arabia,Tadawul All Share
Najran Cement,3002,saudi arabia,Tadawul All Share
U C A,8190,saudi arabia,Tadawul All Share
MEDGULF,8030,saudi arabia,Tadawul All Share
CHEMANOL,2001,saudi arabia,Tadawul All Share
SISCO,2190,saudi arabia,Tadawul All Share
SALAMA,8050,saudi arabia,Tadawul All Share
ATC,8130,saudi arabia,Tadawul All Share
Zamil Indust,2240,saudi arabia,Tadawul All Share
Al Hokair Group,1820,saudi arabia,Tadawul All Share
STC,7010,saudi arabia,Tadawul All Share
Gulf General,8260,saudi arabia,Tadawul All Share
BSFR,1050,saudi arabia,Tadawul All Share
MCDC,4100,saudi arabia,Tadawul All Share
Alujain,2170,saudi arabia,Tadawul All Share
SAICO,8100,saudi arabia,Tadawul All Share
ARNB,1080,saudi arabia,Tadawul All Share
Saudi Ceramics,2040,saudi arabia,Tadawul All Share
MAADEN,NO Esta,saudi arabia,Tadawul All Share
BCI,1210,saudi arabia,Tadawul All Share
AYYAN Investment Co SJSC,NO Esta,saudi arabia,Tadawul All Share
Saudi cable,2110,saudi arabia,Tadawul All Share
Amiantit,2160,saudi arabia,Tadawul All Share
JAZADCO,6090,saudi arabia,Tadawul All Share
KEC,4310,saudi arabia,Tadawul All Share
Al Gassim Investment Holding,NO Esta,saudi arabia,Tadawul All Share
ARDCO,4150,saudi arabia,Tadawul All Share
SIDC,2130,saudi arabia,Tadawul All Share
SRECO,4020,saudi arabia,Tadawul All Share
Middle East Paper Co,1202,saudi arabia,Tadawul All Share
Atheeb Telecom,7040,saudi arabia,Tadawul All Share
Raydan,9506,saudi arabia,Tadawul All Share
Wataniya,8300,saudi arabia,Tadawul All Share
Jouf Cement,3091,saudi arabia,Tadawul All Share
Alkhorayef Water and Power Technologies Co,NO Esta,saudi arabia,Tadawul All Share
AlSorayai Group,1213,saudi arabia,Tadawul All Share
Aseer,4080,saudi arabia,Tadawul All Share
Taiba,4090,saudi arabia,Tadawul All Share
ALJOUF,6070,saudi arabia,Tadawul All Share
Saudi Re,8200,saudi arabia,Tadawul All Share
SPIMACO,2070,saudi arabia,Tadawul All Share
Al Mashaar,4337,saudi arabia,Tadawul All Share
Alkhabeer REIT,4348,saudi arabia,Tadawul All Share
Savola Group,2050,saudi arabia,Tadawul All Share
Lazurde for Jewelry,4011,saudi arabia,Tadawul All Share
YSCC,3020,saudi arabia,Tadawul All Share
AlAbdullatif,2340,saudi arabia,Tadawul All Share
Allianz SF,8040,saudi arabia,Tadawul All Share
Al Rajhi REIT,4340,saudi arabia,Tadawul All Share
NGC,2090,saudi arabia,Tadawul All Share
AXA Cooperative Insurance,NO Esta,saudi arabia,Tadawul All Share
SAPTCO,4040,saudi arabia,Tadawul All Share
Walaa Cooperative Insurance,NO Esta,saudi arabia,Tadawul All Share
NADEC,6010,saudi arabia,Tadawul All Share
Jadwa REIT Al Haramain,4332,saudi arabia,Tadawul All Share
SFICO,6050,saudi arabia,Tadawul All Share
Zoujaj,2150,saudi arabia,Tadawul All Share
YANSAB,2290,saudi arabia,Tadawul All Share
Alkhaleej Trng,4290,saudi arabia,Tadawul All Share
HCC,3001,saudi arabia,Tadawul All Share
City Cement,3003,saudi arabia,Tadawul All Share
Amana Insurance,8310,saudi arabia,Tadawul All Share
Arab Sea Information,9505,saudi arabia,Tadawul All Share
AICC,8160,saudi arabia,Tadawul All Share
Al Yamamah Steel,1304,saudi arabia,Tadawul All Share
Northern Region Cement Co,3004,saudi arabia,Tadawul All Share
Enaya,8311,saudi arabia,Tadawul All Share
Bawan,1302,saudi arabia,Tadawul All Share
SPM,2300,saudi arabia,Tadawul All Share
Takween,1201,saudi arabia,Tadawul All Share
Advanced,2330,saudi arabia,Tadawul All Share
TAPRCO,4070,saudi arabia,Tadawul All Share
Bahri,4030,saudi arabia,Tadawul All Share
Petrochem,2002,saudi arabia,Tadawul All Share
Musharaka,4335,saudi arabia,Tadawul All Share
Herfy Foods,6002,saudi arabia,Tadawul All Share
Dallah Health,4004,saudi arabia,Tadawul All Share
Saudi Ground Services Co,4031,saudi arabia,Tadawul All Share
Arabian Internet and Communications,NO Esta,saudi arabia,Tadawul All Share
Alinma Tokio M,8312,saudi arabia,Tadawul All Share
SSP,1320,saudi arabia,Tadawul All Share
ASLAK,1301,saudi arabia,Tadawul All Share
Al Hammadi Co,4007,saudi arabia,Tadawul All Share
AlRajhi Takaful,8230,saudi arabia,Tadawul All Share
Buruj,8270,saudi arabia,Tadawul All Share
TECO,4170,saudi arabia,Tadawul All Share
SASCO,4050,saudi arabia,Tadawul All Share
Red Sea,4230,saudi arabia,Tadawul All Share
Al Moammar Info,7200,saudi arabia,Tadawul All Share
Maadaniyah,2220,saudi arabia,Tadawul All Share
Umm Al-Qura,3005,saudi arabia,Tadawul All Share
GASCO,2080,saudi arabia,Tadawul All Share
TCC,3090,saudi arabia,Tadawul All Share
Al Etihad Cooperative Insurance Co SJSC,NO Esta,saudi arabia,Tadawul All Share
Nama Chemicals,2210,saudi arabia,Tadawul All Share
Anaam Holding,4061,saudi arabia,Tadawul All Share
AlJazira REIT,4331,saudi arabia,Tadawul All Share
Sadr Logistics,NO Esta,saudi arabia,Tadawul All Share
Jadwa REIT Saudi,4342,saudi arabia,Tadawul All Share
Mefic REIT,4346,saudi arabia,Tadawul All Share
Al Alamiya,8280,saudi arabia,Tadawul All Share
Middle East Healthcare,4009,saudi arabia,Tadawul All Share
Sharqiya Dev Co,6060,saudi arabia,Tadawul All Share
Baazeem Trading,9503,saudi arabia,Tadawul All Share
Wafrah for Industry and Development,NO Esta,saudi arabia,Tadawul All Share
Jarir,4190,saudi arabia,Tadawul All Share
Budget Saudi,4260,saudi arabia,Tadawul All Share
Arabian Centres,4321,saudi arabia,Tadawul All Share
Bonyan REIT,4347,saudi arabia,Tadawul All Share
Aldrees,4200,saudi arabia,Tadawul All Share
Catering,6004,saudi arabia,Tadawul All Share
Swicorp Wabel REIT,4345,saudi arabia,Tadawul All Share
Electrical Industries,1303,saudi arabia,Tadawul All Share
CHUBB Arabia Cooperative,NO Esta,saudi arabia,Tadawul All Share
SARCO,2030,saudi arabia,Tadawul All Share
Almarai,2280,saudi arabia,Tadawul All Share
Leejam Sports,1830,saudi arabia,Tadawul All Share
Kingdom,4280,saudi arabia,Tadawul All Share
Abdullah Saad Mohammed,4191,saudi arabia,Tadawul All Share
Extra,4003,saudi arabia,Tadawul All Share
Astra Indust,1212,saudi arabia,Tadawul All Share
Al Andalus Property,4320,saudi arabia,Tadawul All Share
Dur Hospitality,4010,saudi arabia,Tadawul All Share
Al Baha Invest,4130,saudi arabia,Tadawul All Share
Mouwasat,4002,saudi arabia,Tadawul All Share
SVCP,2360,saudi arabia,Tadawul All Share
Fitaihi Group,4180,saudi arabia,Tadawul All Share
Allied Insurance,8150,saudi arabia,Tadawul All Share
FIPCO,2180,saudi arabia,Tadawul All Share
SIECO,4140,saudi arabia,Tadawul All Share
SRMG,4210,saudi arabia,Tadawul All Share
Tanmiah Food Company SCJSC,NO Esta,saudi arabia,Tadawul All Share
Saudi Marke,4006,saudi arabia,Tadawul All Share
SABB Takaful,8080,saudi arabia,Tadawul All Share
ACC,3010,saudi arabia,Tadawul All Share
Zahrat Al Waha,3007,saudi arabia,Tadawul All Share
Care,4005,saudi arabia,Tadawul All Share
A.Othaim Market,4001,saudi arabia,Tadawul All Share
Aljazira Takaful Taawuni Company,8012,saudi arabia,Tadawul All Share
SPPC,4270,saudi arabia,Tadawul All Share
Saudi chemical,2230,saudi arabia,Tadawul All Share
Gulf Union,8120,saudi arabia,Tadawul All Share
Dr Sulaiman,NO Esta,saudi arabia,Tadawul All Share
AL-BABTAIN,2320,saudi arabia,Tadawul All Share
Derayah REIT,4339,saudi arabia,Tadawul All Share
YCC,3060,saudi arabia,Tadawul All Share
Theeb Rent a Car Company SJSC,NO Esta,saudi arabia,Tadawul All Share
spcc,3050,saudi arabia,Tadawul All Share
Al Aseel,4012,saudi arabia,Tadawul All Share
Tawuniya,8010,saudi arabia,Tadawul All Share
Riyad REIT,4330,saudi arabia,Tadawul All Share
Bupa Arabia,8210,saudi arabia,Tadawul All Share
Al Kathiri,3008,saudi arabia,Tadawul All Share
Al Maather REIT,4334,saudi arabia,Tadawul All Share
Ataa,4292,saudi arabia,Tadawul All Share
Saudi cement,3030,saudi arabia,Tadawul All Share
EPCCO,3080,saudi arabia,Tadawul All Share
Al Omran Industrial,9502,saudi arabia,Tadawul All Share
National Company Learning,4291,saudi arabia,Tadawul All Share
Bindawood,NO Esta,saudi arabia,Tadawul All Share
AlAhli REITs,4338,saudi arabia,Tadawul All Share
QACCO,3040,saudi arabia,Tadawul All Share
Taleem REIT,4333,saudi arabia,Tadawul All Share
SADAFCO,2270,saudi arabia,Tadawul All Share
H B,6001,saudi arabia,Tadawul All Share
Mulkia Gulf,4336,saudi arabia,Tadawul All Share
Sedco Capital,4344,saudi arabia,Tadawul All Share
WAFA Insurance,8110,saudi arabia,Tadawul All Share
Sagr Insurance,8180,saudi arabia,Tadawul All Share
THIMAR,4160,saudi arabia,Tadawul All Share
Mitsubishi UFJ Financial,8306,japan,Nikkei 225
Eneos Holdings,NO Esta,japan,Nikkei 225
Toyota Motor,7203,japan,Nikkei 225
Softbank Group Corp.,9984,japan,Nikkei 225
Japan Post Holdings,6178,japan,Nikkei 225
Nissan Motor,7201,japan,Nikkei 225
Nomura,8604,japan,Nikkei 225
Mitsubishi Motors Corp.,7211,japan,Nikkei 225
Z Holdings,NO Esta,japan,Nikkei 225
Rakuten Inc,4755,japan,Nikkei 225
"Tokyo Electric Power Co., Inc.",9501,japan,Nikkei 225
"Resona Holdings, Inc.",8308,japan,Nikkei 225
Inpex Corp.,1605,japan,Nikkei 225
Mizuho Financial,8411,japan,Nikkei 225
"JFE Holdings, Inc.",5411,japan,Nikkei 225
Takeda Pharmaceutical,4502,japan,Nikkei 225
Asahi Kasei Corp.,3407,japan,Nikkei 225
Kirin Holdings,2503,japan,Nikkei 225
Nippon Telegraph & Telephone Corp,9432,japan,Nikkei 225
NSK,6471,japan,Nikkei 225
Mitsubishi Chemical Holdings Corp,4188,japan,Nikkei 225
Panasonic,6752,japan,Nikkei 225
Citizen Holdings,7762,japan,Nikkei 225
Mitsui,8031,japan,Nikkei 225
Marubeni Corp.,8002,japan,Nikkei 225
Nippon Yusen K.K,9101,japan,Nikkei 225
Sumitomo Chemical,4005,japan,Nikkei 225
Mitsubishi Estate,8802,japan,Nikkei 225
Mitsubishi Corp.,8058,japan,Nikkei 225
"Toray Industries, Inc.",3402,japan,Nikkei 225
Sumitomo Mitsui Financial,8316,japan,Nikkei 225
Recruit Holdings,6098,japan,Nikkei 225
Olympus Corp.,7733,japan,Nikkei 225
KDDI Corp.,9433,japan,Nikkei 225
Daiichi Sankyo,4568,japan,Nikkei 225
Mitsubishi Electric,6503,japan,Nikkei 225
SUMCO Corp.,3436,japan,Nikkei 225
"Konica Minolta, Inc.",4902,japan,Nikkei 225
Astellas Pharma Inc.,4503,japan,Nikkei 225
Kobe Steel,5406,japan,Nikkei 225
Japan Tobacco,2914,japan,Nikkei 225
Dai-ichi Life,8750,japan,Nikkei 225
Daiwa Securities Group Inc.,8601,japan,Nikkei 225
Honda Motor,7267,japan,Nikkei 225
Concordia Financial Group,7186,japan,Nikkei 225
NTT Data Corp.,9613,japan,Nikkei 225
Mitsui O.S.K. Lines,9104,japan,Nikkei 225
NTN Corp.,6472,japan,Nikkei 225
Isuzu Motors,7202,japan,Nikkei 225
Mitsui Fudosan,8801,japan,Nikkei 225
Kawasaki Kisen Kaisha,9107,japan,Nikkei 225
Ricoh,7752,japan,Nikkei 225
Casio Computer,6952,japan,Nikkei 225
Oji Holdings Corp.,3861,japan,Nikkei 225
Hitachi,6501,japan,Nikkei 225
Mazda Motor,7261,japan,Nikkei 225
Canon,7751,japan,Nikkei 225
Isetan Mitsukoshi Holdings,3099,japan,Nikkei 225
Sumitomo Mitsui,8309,japan,Nikkei 225
"T&D Holdings, Inc.",8795,japan,Nikkei 225
Shinsei Bank,8303,japan,Nikkei 225
Itochu Corp.,8001,japan,Nikkei 225
Taiyo Yuden,6976,japan,Nikkei 225
Tokyu Fudosan,3289,japan,Nikkei 225
CyberAgent Inc,4751,japan,Nikkei 225
Sumitomo Corp.,8053,japan,Nikkei 225
Subaru Corp,7270,japan,Nikkei 225
ANA Holdings,9202,japan,Nikkei 225
Bridgestone Corp.,5108,japan,Nikkei 225
Suzuki Motor Corp.,7269,japan,Nikkei 225
Tokyu Corp.,9005,japan,Nikkei 225
Showa Denko K.K.,4004,japan,Nikkei 225
Amada,6113,japan,Nikkei 225
Sony,6758,japan,Nikkei 225
Kubota Corp.,6326,japan,Nikkei 225
Shimizu Corp.,1803,japan,Nikkei 225
Nippon Sheet Glass,5202,japan,Nikkei 225
Terumo Corp.,4543,japan,Nikkei 225
Fujikura,5803,japan,Nikkei 225
JGC Corp.,1963,japan,Nikkei 225
Chugai Pharmaceutical,4519,japan,Nikkei 225
Otsuka Holdings Ltd,4578,japan,Nikkei 225
Obayashi Corp.,1802,japan,Nikkei 225
Tokai Carbon,5301,japan,Nikkei 225
Kuraray,3405,japan,Nikkei 225
Nikon Corp.,7731,japan,Nikkei 225
"Chubu Electric Power Co., Inc.",9502,japan,Nikkei 225
Marui Group,8252,japan,Nikkei 225
Asahi Group Holdings,2502,japan,Nikkei 225
Aeon,8267,japan,Nikkei 225
Sumitomo Electric Industries,5802,japan,Nikkei 225
JTEKT Corp.,6473,japan,Nikkei 225
Chiba Bank,NO Esta,japan,Nikkei 225
TDK,6762,japan,Nikkei 225
"Ajinomoto Co., Inc.",2802,japan,Nikkei 225
Kawasaki Heavy Industries,7012,japan,Nikkei 225
Komatsu,6301,japan,Nikkei 225
Denso Corp.,6902,japan,Nikkei 225
Seiko Epson Cor,6724,japan,Nikkei 225
Tokyo Gas,9531,japan,Nikkei 225
Alps Electric,6770,japan,Nikkei 225
J.Front Retailing,3086,japan,Nikkei 225
Seven & i Holdings,3382,japan,Nikkei 225
Sekisui House,1928,japan,Nikkei 225
Kansai Electric Power,NO Esta,japan,Nikkei 225
Mitsui Engineering & Shipbuilding,7003,japan,Nikkei 225
Sojitz Corp.,2768,japan,Nikkei 225
Trend Micro Inc.,4704,japan,Nikkei 225
Shizuoka Bank,NO Esta,japan,Nikkei 225
Sumitomo Metal Mining,5713,japan,Nikkei 225
Shiseido,4911,japan,Nikkei 225
Advantest Corp.,6857,japan,Nikkei 225
Nippon Suisan Kaisha,1332,japan,Nikkei 225
Yaskawa Electric Corp.,6506,japan,Nikkei 225
Takashimaya,8233,japan,Nikkei 225
Yamaha Motor Co Ltd,7272,japan,Nikkei 225
Fujifilm Holdings Corp.,4901,japan,Nikkei 225
Daiwa House Industry,1925,japan,Nikkei 225
Secom,9735,japan,Nikkei 225
IHI Corp.,7013,japan,Nikkei 225
Yokohama Rubber,NO Esta,japan,Nikkei 225
AGC,NO Esta,japan,Nikkei 225
NEC Corp.,6701,japan,Nikkei 225
"Tokio Marine Holdings, Inc.",8766,japan,Nikkei 225
Kao Corp.,4452,japan,Nikkei 225
Hitachi Zosen Corp.,7004,japan,Nikkei 225
Hino Motors,7205,japan,Nikkei 225
NH Foods,NO Esta,japan,Nikkei 225
East Japan Railway Co.,9020,japan,Nikkei 225
Shionogi,4507,japan,Nikkei 225
Mitsubishi Heavy Industries,7011,japan,Nikkei 225
Teijin,3401,japan,Nikkei 225
Kyocera Corp.,6971,japan,Nikkei 225
MS&AD Insurance Group Holdings,8725,japan,Nikkei 225
Osaka Gas,9532,japan,Nikkei 225
Toppan Printing,7911,japan,Nikkei 225
Kajima Corp.,1812,japan,Nikkei 225
